,Transect_Name,BarCount,SLType,WaveIndx,AveWavelength,BarDistance,BarDepth,NearshoreSlope,BW,CurveRatio,RecRate,RecRate_1,RecRate_2,RecRate_3,Class
6423,MI_4_1884,1,41,1.1904901413958027,133.0,137.664,2.583,-0.015,91.558,-0.0,-2.19001,0.5625,0.0625,0.375,0
6424,MI_4_1885,1,41,1.1904901413958027,93.0,137.664,3.187,-0.015,10.927,-0.0,-2.19001,0.5625,0.0625,0.375,0
6425,MI_4_1886,1,41,1.1904901413958027,93.0,137.664,3.187,-0.015,10.927,-0.0,-2.19001,0.5625,0.0625,0.375,0
6426,MI_4_1887,1,41,1.1904901413958027,93.0,137.664,2.583,-0.015,10.927,-0.0,-2.19001,0.5625,0.0625,0.375,0
6427,MI_4_1888,1,41,1.1904901413958027,93.0,137.664,3.187,-0.015,10.927,-0.0,-2.19001,0.5625,0.0625,0.375,0
6428,MI_4_1889,1,41,1.1904901413958027,93.0,137.664,3.187,-0.015,10.927,-0.0,-2.19001,0.5625,0.0625,0.375,0
6429,MI_4_1890,1,41,1.1904901413958027,93.0,186.563,3.187,-0.015,10.927,-0.0,-2.19001,0.375,0.125,0.5,2
6430,MI_4_1891,1,41,1.1632270434567933,133.0,137.664,2.583,-0.02,34.688,-0.0,0.4,0.2,0.4666666666666667,0.3333333333333333,1
6431,MI_4_1892,1,41,1.1632270434567933,133.0,137.664,2.583,-0.02,10.927,0.0,0.4,0.2,0.4666666666666667,0.3333333333333333,1
6432,MI_4_1893,1,41,1.1632270434567933,133.0,137.664,2.583,-0.015,10.927,-0.0,0.4,0.11764705882352941,0.17647058823529413,0.7058823529411765,2
6433,MI_4_1894,1,41,1.1632270434567933,93.0,137.664,2.583,-0.015,10.927,-0.0,0.4,0.11764705882352941,0.17647058823529413,0.7058823529411765,2
6434,MI_4_1895,1,41,1.1632270434567933,93.0,137.664,2.583,-0.015,10.927,-0.0,0.4,0.11764705882352941,0.17647058823529413,0.7058823529411765,2
6435,MI_4_1896,1,41,1.1632270434567933,93.0,137.664,2.583,-0.015,10.927,-0.029,0.4,0.11764705882352941,0.17647058823529413,0.7058823529411765,2
6436,MI_4_1897,1,41,1.1632270434567933,93.0,137.664,2.583,-0.015,10.927,-0.029,0.4,0.11764705882352941,0.17647058823529413,0.7058823529411765,2
6437,MI_4_1898,1,41,1.1632270434567933,93.0,137.664,2.583,-0.015,10.927,0.0,0.4,0.11764705882352941,0.17647058823529413,0.7058823529411765,2
6438,MI_4_1899,1,41,1.1632270434567933,133.0,137.664,3.187,-0.015,10.927,-0.0,0.4,0.11764705882352941,0.17647058823529413,0.7058823529411765,2
6439,MI_4_1900,1,41,1.1632270434567933,93.0,186.563,3.187,-0.02,10.927,-0.0,0.4,0.1111111111111111,0.027777777777777776,0.8611111111111112,2
6440,MI_4_1901,1,41,1.1632270434567933,93.0,186.563,3.187,-0.02,34.688,-0.0,0.4,0.1111111111111111,0.027777777777777776,0.8611111111111112,2
6441,MI_4_1902,1,41,1.1632270434567933,93.0,186.563,3.187,-0.015,34.688,-0.0,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6442,MI_4_1903,1,41,1.1632270434567933,133.0,186.563,2.583,-0.015,10.927,0.0,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6443,MI_4_1904,1,41,1.1632270434567933,133.0,186.563,2.583,-0.015,91.558,0.0,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6444,MI_4_1905,1,41,1.1632270434567933,133.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6445,MI_4_1906,1,41,1.1632270434567933,93.0,237.794,2.583,-0.015,91.558,-0.0,0.4,0.2,0.2,0.6,2
6446,MI_4_1907,1,41,1.1632270434567933,93.0,237.794,2.583,-0.015,91.558,-0.0,0.4,0.2,0.2,0.6,2
6447,MI_4_1908,1,41,1.1632270434567933,93.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6448,MI_4_1909,1,41,1.1632270434567933,93.0,186.563,2.583,-0.02,91.558,-0.0,0.4,0.1111111111111111,0.027777777777777776,0.8611111111111112,2
6449,MI_4_1910,1,41,1.1632270434567933,93.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6450,MI_4_1911,1,41,1.1632270434567933,93.0,186.563,2.583,-0.015,91.558,-0.0,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6451,MI_4_1912,1,41,1.1632270434567933,93.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6452,MI_4_1913,1,41,1.1632270434567933,93.0,186.563,3.187,-0.02,91.558,-0.0,0.4,0.1111111111111111,0.027777777777777776,0.8611111111111112,2
6453,MI_4_1914,1,41,1.1632270434567933,93.0,186.563,3.187,-0.02,91.558,-0.0,0.4,0.1111111111111111,0.027777777777777776,0.8611111111111112,2
6454,MI_4_1915,1,41,1.1632270434567933,93.0,186.563,3.187,-0.02,91.558,-0.0,0.4,0.1111111111111111,0.027777777777777776,0.8611111111111112,2
6455,MI_4_1916,1,41,1.1632270434567933,93.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6456,MI_4_1917,1,41,1.1632270434567933,93.0,237.794,3.187,-0.02,91.558,-0.0,0.4,0.2727272727272727,0.36363636363636365,0.36363636363636365,1
6457,MI_4_1918,1,41,1.1632270434567933,93.0,186.563,3.187,-0.02,91.558,-0.0,0.4,0.1111111111111111,0.027777777777777776,0.8611111111111112,2
6458,MI_4_1919,1,41,1.1632270434567933,133.0,186.563,3.187,-0.02,91.558,-0.0,0.4,0.1111111111111111,0.027777777777777776,0.8611111111111112,2
6459,MI_4_1920,1,41,1.1632270434567933,133.0,186.563,3.187,-0.02,91.558,-0.0,0.4,0.1111111111111111,0.027777777777777776,0.8611111111111112,2
6460,MI_4_1921,1,41,1.1632270434567933,133.0,237.794,3.187,-0.02,91.558,-0.0,0.4,0.2727272727272727,0.36363636363636365,0.36363636363636365,1
6461,MI_4_1922,1,41,1.1632270434567933,93.0,186.563,3.187,-0.015,91.558,-0.029,0.4,0.058823529411764705,0.29411764705882354,0.6470588235294118,2
6462,MI_4_1923,1,41,1.1454172271221472,93.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.25,0.25,0.5,2
6463,MI_4_1924,1,41,1.1454172271221472,93.0,186.563,3.187,-0.02,91.558,-0.0,0.4,0.02857142857142857,0.45714285714285713,0.5142857142857142,2
6464,MI_4_1925,1,41,1.1222284358373245,93.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6465,MI_4_1926,1,41,1.1222284358373245,93.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6466,MI_4_1927,1,41,1.1222284358373245,133.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6467,MI_4_1928,1,41,1.0941093411178204,133.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6468,MI_4_1929,1,41,1.0941093411178204,93.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6469,MI_4_1930,1,41,1.0941093411178204,133.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6470,MI_4_1931,1,41,1.0941093411178204,93.0,186.563,3.68,-0.015,91.558,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6471,MI_4_1932,1,41,1.0941093411178204,93.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6472,MI_4_1933,1,41,1.0941093411178204,133.0,186.563,3.68,-0.015,91.558,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6473,MI_4_1934,1,41,1.0941093411178204,93.0,237.794,3.187,-0.015,91.558,-0.0,0.4,0.07142857142857142,0.5714285714285714,0.35714285714285715,1
6474,MI_4_1935,1,41,1.0941093411178204,133.0,186.563,3.187,-0.015,91.558,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6475,MI_4_1937,1,41,1.0941093411178204,93.0,237.794,3.187,-0.015,91.558,-0.029,0.4,0.07142857142857142,0.5714285714285714,0.35714285714285715,1
6476,MI_4_1938,0,41,1.0941093411178204,133.0,137.664,2.583,-0.015,91.558,-0.0,0.4,0.05263157894736842,0.10526315789473684,0.8421052631578947,2
6477,MI_4_1939,0,41,1.0941093411178204,133.0,137.664,2.583,-0.015,91.558,-0.0,0.4,0.05263157894736842,0.10526315789473684,0.8421052631578947,2
6478,MI_4_1940,0,41,1.0941093411178204,133.0,137.664,2.583,-0.015,34.688,-0.0,0.4,0.05263157894736842,0.10526315789473684,0.8421052631578947,2
6479,MI_4_1941,0,41,1.0941093411178204,133.0,137.664,2.583,-0.015,91.558,-0.0,0.4,0.05263157894736842,0.10526315789473684,0.8421052631578947,2
6480,MI_4_1942,0,41,1.0941093411178204,133.0,137.664,2.583,-0.015,91.558,-0.0,0.4,0.05263157894736842,0.10526315789473684,0.8421052631578947,2
6481,MI_4_1943,0,41,1.0941093411178204,133.0,137.664,2.583,-0.015,91.558,-0.0,0.4,0.05263157894736842,0.10526315789473684,0.8421052631578947,2
6482,MI_4_1944,0,41,1.0941093411178204,133.0,137.664,2.583,-0.015,91.558,-0.0,0.4,0.05263157894736842,0.10526315789473684,0.8421052631578947,2
6483,MI_4_1945,0,41,1.0941093411178204,133.0,137.664,2.583,-0.015,91.558,-0.0,0.4,0.05263157894736842,0.10526315789473684,0.8421052631578947,2
6484,MI_4_1946,1,41,1.0941093411178204,93.0,186.563,2.583,-0.015,91.558,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6485,MI_4_1947,1,41,1.0941093411178204,133.0,186.563,2.583,-0.015,34.688,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6486,MI_4_1948,1,41,1.0941093411178204,93.0,186.563,2.583,-0.013,91.558,-0.0,0.4,0.043478260869565216,0.2608695652173913,0.6956521739130435,2
6487,MI_4_1949,1,41,1.0941093411178204,93.0,186.563,2.583,-0.015,34.688,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6488,MI_4_1950,1,41,1.0941093411178204,93.0,186.563,3.187,-0.015,34.688,-0.0,0.4,0.05405405405405406,0.13513513513513514,0.8108108108108109,2
6489,MI_4_1951,1,41,1.0941093411178204,133.0,137.664,2.583,-0.015,34.688,-0.0,0.4,0.03125,0.28125,0.6875,2
6490,MI_4_1952,1,41,1.0941093411178204,93.0,137.664,2.583,-0.015,34.688,0.0,0.4,0.03125,0.28125,0.6875,2
6491,MI_4_1953,1,41,1.0941093411178204,93.0,137.664,2.583,-0.015,91.558,0.0,0.4,0.03125,0.28125,0.6875,2
6492,MI_4_1954,1,41,1.0941093411178204,93.0,137.664,2.583,-0.015,91.558,0.001,0.4,0.03125,0.28125,0.6875,2
6493,MI_4_1955,1,41,1.0941093411178204,93.0,137.664,3.187,-0.015,91.558,0.0,0.4,0.03125,0.28125,0.6875,2
6494,MI_4_1956,1,41,1.0941093411178204,93.0,137.664,3.187,-0.015,91.558,0.0,0.4,0.03125,0.28125,0.6875,2
6495,MI_4_1957,1,41,1.0941093411178204,93.0,137.664,2.583,-0.013,10.927,0.0,0.4,0.07142857142857142,0.2857142857142857,0.6428571428571429,2
6496,MI_4_1958,1,41,1.0941093411178204,93.0,137.664,3.187,-0.012,10.927,0.0,0.4,0.08333333333333333,0.08333333333333333,0.8333333333333334,2
6497,MI_4_1959,1,41,1.0941093411178204,93.0,1.379,3.187,-0.013,0.001,0.0,0.4,0.2,0.2,0.6,2
6498,MI_4_1960,1,41,1.0941093411178204,93.0,1.379,2.583,-0.015,0.001,0.001,0.4,0.1111111111111111,0.2222222222222222,0.6666666666666666,2
6499,MI_4_1961,1,41,1.1222284358373245,93.0,1.379,2.583,-0.015,10.927,0.0,0.4,0.10344827586206896,0.034482758620689655,0.8620689655172413,2
6500,MI_4_1962,1,41,1.0941093411178204,93.0,1.379,2.583,-0.013,91.558,0.0,0.4,0.2,0.2,0.6,2
6501,MI_4_1963,1,41,1.1222284358373245,93.0,137.664,2.583,-0.015,91.558,0.0,0.4,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6502,MI_4_1964,1,41,1.1222284358373245,93.0,137.664,2.583,-0.015,91.558,0.0,0.4,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6503,MI_4_1965,1,41,1.1222284358373245,93.0,1.379,3.187,-0.013,91.558,0.0,0.4,0.14285714285714285,0.09523809523809523,0.7619047619047619,2
6504,MI_4_1966,0,41,1.0941093411178204,175.0,137.664,3.187,-0.013,91.558,0.001,0.4,0.25,0.25,0.5,2
6505,MI_4_1967,0,41,1.1222284358373245,175.0,137.664,3.187,-0.013,91.558,0.0,0.4,0.1111111111111111,0.1111111111111111,0.7777777777777778,2
6506,MI_4_1968,0,41,1.0941093411178204,175.0,137.664,3.187,-0.015,91.558,0.001,0.4,0.05263157894736842,0.10526315789473684,0.8421052631578947,2
6507,MI_4_1969,0,41,1.1222284358373245,133.0,137.664,2.583,-0.015,91.558,-0.0,0.4,0.05263157894736842,0.05263157894736842,0.8947368421052632,2
6508,MI_4_1970,0,41,1.1222284358373245,133.0,137.664,3.187,-0.013,91.558,0.0,0.4,0.1111111111111111,0.1111111111111111,0.7777777777777778,2
6509,MI_4_1971,0,41,1.1222284358373245,133.0,137.664,2.583,-0.015,91.558,-0.0,0.4,0.05263157894736842,0.05263157894736842,0.8947368421052632,2
6510,MI_4_1972,0,41,1.1222284358373245,133.0,137.664,2.583,-0.015,91.558,0.0,0.4,0.05263157894736842,0.05263157894736842,0.8947368421052632,2
6511,MI_4_1973,0,41,1.1222284358373245,133.0,137.664,3.187,-0.015,91.558,0.0,0.4,0.05263157894736842,0.05263157894736842,0.8947368421052632,2
6512,MI_4_1974,0,41,1.1222284358373245,133.0,137.664,3.187,-0.013,91.558,-0.0,0.4,0.1111111111111111,0.1111111111111111,0.7777777777777778,2
6513,MI_4_1975,0,41,1.1222284358373245,133.0,137.664,3.187,-0.012,91.558,-0.0,0.4,0.2,0.2,0.6,2
6514,MI_4_1976,0,41,1.1222284358373245,133.0,137.664,3.187,-0.013,91.558,-0.0,0.4,0.1111111111111111,0.1111111111111111,0.7777777777777778,2
6515,MI_4_1977,0,41,1.1222284358373245,133.0,137.664,3.187,-0.012,91.558,-0.0,0.4,0.2,0.2,0.6,2
6516,MI_4_1978,0,41,1.1222284358373245,133.0,137.664,3.187,-0.013,91.558,-0.0,0.4,0.1111111111111111,0.1111111111111111,0.7777777777777778,2
6517,MI_4_1979,0,41,1.1222284358373245,133.0,1.379,2.583,-0.015,91.558,-0.0,-2.19001,0.20833333333333334,0.16666666666666666,0.625,2
6518,MI_4_1980,0,41,1.1222284358373245,133.0,137.664,2.583,-0.013,91.558,-0.0,-2.19001,0.1111111111111111,0.1111111111111111,0.7777777777777778,2
6519,MI_4_1981,0,41,1.1222284358373245,133.0,1.379,3.187,-0.013,91.558,0.0,-2.19001,0.16666666666666666,0.1111111111111111,0.7222222222222222,2
6520,MI_4_1982,0,41,1.1222284358373245,133.0,1.379,2.583,-0.015,91.558,-0.0,-2.19001,0.20833333333333334,0.16666666666666666,0.625,2
6521,MI_4_1983,1,41,1.1222284358373245,-0.0,137.664,3.187,-0.015,91.558,0.0,-2.19001,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6522,MI_4_1984,1,41,1.1222284358373245,-0.0,137.664,2.583,-0.015,91.558,-0.0,-2.19001,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6523,MI_4_1985,1,41,1.1222284358373245,-0.0,137.664,3.187,-0.015,91.558,-0.0,-2.19001,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6524,MI_4_1986,1,41,1.1222284358373245,93.0,137.664,3.187,-0.015,91.558,-0.029,-2.19001,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6525,MI_4_1987,1,41,1.1222284358373245,93.0,186.563,3.187,-0.015,34.688,0.0,-2.19001,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6526,MI_4_1988,1,41,1.1222284358373245,133.0,186.563,3.187,-0.013,34.688,-0.0,-2.19001,0.1111111111111111,0.05555555555555555,0.8333333333333334,2
6527,MI_4_1989,1,41,1.1222284358373245,133.0,186.563,3.187,-0.013,34.688,0.0,0.4,0.1111111111111111,0.05555555555555555,0.8333333333333334,2
6528,MI_4_1990,1,41,1.1222284358373245,133.0,137.664,2.583,-0.013,34.688,-0.0,0.4,0.25,0.35,0.4,2
6529,MI_4_1991,1,41,1.1222284358373245,133.0,186.563,3.187,-0.015,34.688,0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6530,MI_4_1992,1,41,1.1222284358373245,133.0,186.563,3.187,-0.015,10.927,-0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6531,MI_4_1993,1,41,1.1222284358373245,133.0,186.563,2.583,-0.015,10.927,-0.029,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6532,MI_4_1994,1,41,1.1222284358373245,133.0,186.563,3.68,-0.013,10.927,0.0,0.4,0.1111111111111111,0.05555555555555555,0.8333333333333334,2
6533,MI_4_1995,1,41,1.1222284358373245,133.0,186.563,3.187,-0.013,10.927,0.0,0.4,0.1111111111111111,0.05555555555555555,0.8333333333333334,2
6534,MI_4_1996,1,41,1.1222284358373245,133.0,186.563,3.187,-0.015,10.927,0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6535,MI_4_1997,1,41,1.1222284358373245,133.0,186.563,3.187,-0.015,34.688,0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6536,MI_4_1998,1,41,1.1222284358373245,133.0,186.563,3.187,-0.015,34.688,0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6537,MI_4_1999,1,41,1.1222284358373245,133.0,186.563,3.187,-0.015,10.927,0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6538,MI_4_2000,1,41,1.1222284358373245,133.0,186.563,3.187,-0.015,10.927,0.0,0.4,0.09090909090909091,0.045454545454545456,0.8636363636363636,2
6539,MI_4_2001,1,41,1.1222284358373245,133.0,186.563,3.187,-0.013,10.927,0.001,0.4,0.1111111111111111,0.05555555555555555,0.8333333333333334,2
6540,MI_4_2002,1,41,1.1222284358373245,133.0,186.563,3.68,-0.013,10.927,0.001,0.4,0.1111111111111111,0.05555555555555555,0.8333333333333334,2
6541,MI_4_2003,1,41,1.1222284358373245,133.0,186.563,3.68,-0.013,34.688,-0.0,0.4,0.1111111111111111,0.05555555555555555,0.8333333333333334,2
6542,MI_4_2004,1,41,1.1222284358373245,175.0,137.664,3.187,-0.015,34.688,-0.0,0.4,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6543,MI_4_2005,1,41,1.1222284358373245,133.0,137.664,3.187,-0.015,10.927,-0.0,0.4,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6544,MI_4_2006,1,41,1.1222284358373245,93.0,137.664,3.187,-0.015,10.927,-0.0,0.4,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6545,MI_4_2007,1,41,1.0941093411178204,93.0,137.664,3.187,-0.015,10.927,0.0,0.4,0.03125,0.28125,0.6875,2
6546,MI_4_2008,1,41,1.0941093411178204,133.0,137.664,3.187,-0.015,34.688,0.001,0.4,0.03125,0.28125,0.6875,2
6547,MI_4_2009,1,41,1.0941093411178204,133.0,137.664,3.187,-0.015,34.688,0.0,0.4,0.03125,0.28125,0.6875,2
6548,MI_4_2010,1,41,1.0941093411178204,93.0,137.664,-0.704,-0.015,34.688,-0.029,0.4,0.03125,0.28125,0.6875,2
6549,MI_4_2011,1,41,1.1222284358373245,93.0,137.664,2.583,-0.015,34.688,-0.029,0.4,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6550,MI_4_2012,1,41,1.1222284358373245,133.0,137.664,2.583,-0.015,34.688,0.0,0.4,0.34782608695652173,0.043478260869565216,0.6086956521739131,2
6551,MI_4_2013,1,41,1.1222284358373245,93.0,137.664,2.583,-0.013,34.688,-0.0,0.4,0.25,0.35,0.4,2
6552,MI_4_2014,1,41,1.1222284358373245,93.0,137.664,3.187,-0.013,34.688,0.001,0.4,0.25,0.35,0.4,2
6553,MI_4_2015,1,41,1.0941093411178204,93.0,137.664,3.187,-0.015,34.688,0.0,0.4,0.03125,0.28125,0.6875,2
6554,MI_4_2016,0,41,1.0941093411178204,175.0,237.794,3.68,-0.015,34.688,-0.0,0.4,0.25,0.25,0.5,2
6555,MI_4_2017,1,41,1.0941093411178204,133.0,137.664,3.187,-0.015,34.688,0.0,0.4,0.03125,0.28125,0.6875,2
6556,MI_4_2018,1,41,1.0549798876828331,133.0,137.664,3.187,-0.015,34.688,0.0,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6557,MI_4_2019,1,41,1.0549798876828331,133.0,137.664,3.187,-0.015,34.688,0.001,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6558,MI_4_2020,1,41,1.0549798876828331,133.0,186.563,3.187,-0.015,34.688,0.0,0.4,0.3125,0.1875,0.5,2
6559,MI_4_2021,1,41,1.0549798876828331,133.0,137.664,3.187,-0.015,34.688,-0.0,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6560,MI_4_2022,1,41,1.0549798876828331,133.0,137.664,3.187,-0.015,34.688,-0.0,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6561,MI_4_2023,1,41,1.0549798876828331,133.0,137.664,2.583,-0.015,34.688,-0.0,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6562,MI_4_2024,1,41,1.0549798876828331,133.0,137.664,2.583,-0.015,34.688,-0.0,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6563,MI_4_2025,1,41,1.0549798876828331,133.0,137.664,2.583,-0.015,34.688,-0.0,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6564,MI_4_2026,1,41,1.0549798876828331,133.0,137.664,3.187,-0.015,34.688,-0.0,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6565,MI_4_2027,1,41,1.0549798876828331,93.0,137.664,3.187,-0.015,34.688,0.001,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6566,MI_4_2028,1,41,1.0549798876828331,93.0,137.664,3.187,-0.015,34.688,0.001,0.4,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6567,MI_4_2029,1,41,1.0549798876828331,133.0,137.664,2.583,-0.015,91.558,0.001,-2.19001,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6568,MI_4_2030,1,41,1.0549798876828331,133.0,137.664,3.187,-0.015,91.558,0.0,-2.19001,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6569,MI_4_2031,1,41,1.0549798876828331,133.0,137.664,3.187,-0.015,91.558,0.0,-2.19001,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6570,MI_4_2032,1,41,1.0549798876828331,93.0,137.664,2.583,-0.015,91.558,0.0,-2.19001,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6571,MI_4_2033,1,41,1.0549798876828331,93.0,137.664,2.583,-0.015,91.558,-0.0,-2.19001,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6572,MI_4_2034,1,41,1.0549798876828331,93.0,137.664,2.583,-0.015,91.558,-0.029,-2.19001,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6573,MI_4_2035,1,41,1.0549798876828331,93.0,137.664,2.583,-0.015,91.558,-0.0,-2.19001,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6574,MI_4_2036,1,41,1.0549798876828331,93.0,186.563,2.583,-0.013,34.688,-0.0,-2.19001,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
6575,MI_4_2037,1,41,1.0549798876828331,93.0,137.664,2.583,-0.013,91.558,0.0,-2.19001,0.1875,0.125,0.6875,2
6576,MI_4_2038,1,41,1.0549798876828331,93.0,137.664,3.187,-0.013,91.558,0.0,-2.19001,0.1875,0.125,0.6875,2
6577,MI_4_2039,1,41,1.0549798876828331,93.0,137.664,3.187,-0.015,91.558,0.0,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6578,MI_4_2040,1,41,1.0549798876828331,93.0,137.664,2.583,-0.013,34.688,0.0,0.14,0.1875,0.125,0.6875,2
6579,MI_4_2041,1,41,1.0549798876828331,133.0,137.664,2.583,-0.015,34.688,0.0,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6580,MI_4_2042,1,41,1.0549798876828331,133.0,137.664,2.583,-0.015,34.688,0.0,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6581,MI_4_2043,1,41,1.0549798876828331,93.0,137.664,2.583,-0.015,34.688,0.001,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6582,MI_4_2044,1,41,1.0549798876828331,93.0,137.664,2.583,-0.015,34.688,0.0,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6583,MI_4_2045,1,41,1.0549798876828331,93.0,137.664,2.583,-0.015,10.927,-0.0,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6584,MI_4_2046,1,41,1.0549798876828331,93.0,137.664,3.187,-0.015,10.927,0.0,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6585,MI_4_2047,1,41,1.0549798876828331,93.0,137.664,2.583,-0.015,34.688,-0.0,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6586,MI_4_2048,1,41,1.0549798876828331,93.0,137.664,2.583,-0.015,34.688,0.001,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6587,MI_4_2049,1,41,1.0549798876828331,133.0,137.664,2.583,-0.015,10.927,-0.0,0.14,0.23255813953488372,0.2558139534883721,0.5116279069767442,2
6588,MI_4_2050,1,41,1.0549798876828331,133.0,186.563,2.583,-0.013,0.001,-0.0,0.14,0.2571428571428571,0.05714285714285714,0.6857142857142857,2
6589,MI_4_2051,1,41,1.0549798876828331,133.0,237.794,2.583,-0.015,34.688,0.0,0.14,0.1,0.5,0.4,1
6590,MI_4_2052,1,41,1.0549798876828331,133.0,1.379,2.583,-0.015,34.688,0.0,0.14,0.125,0.625,0.25,1
6591,MI_4_2053,1,41,1.0549798876828331,133.0,1.379,2.583,-0.015,34.688,0.0,0.14,0.125,0.625,0.25,1
6592,MI_4_2054,1,41,1.0549798876828331,133.0,1.379,2.583,-0.015,34.688,0.0,0.14,0.125,0.625,0.25,1
6593,MI_4_2055,1,41,1.0549798876828331,93.0,1.379,2.583,-0.015,91.558,-0.0,0.14,0.125,0.625,0.25,1
6594,MI_4_2056,1,41,1.0549798876828331,93.0,137.664,2.583,-0.02,91.558,-0.0,0.14,0.03333333333333333,0.1,0.8666666666666667,2
6595,MI_4_2057,0,41,1.0941093411178204,175.0,186.563,3.187,-0.015,91.558,-0.0,0.14,0.4,0.4,0.2,0
6596,MI_4_2058,1,41,1.0941093411178204,133.0,237.794,3.68,-0.015,91.558,-0.0,0.14,0.07142857142857142,0.5714285714285714,0.35714285714285715,1
